,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,geocode,latitude,longitude
2144,2145,CA-2017-155481,01/09/2017,05/09/2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
2145,2146,US-2017-152051,25/06/2017,29/06/2017,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,"York, England, YO1 8SG, United Kingdom",53.9590555,-1.0815361
2146,2147,US-2017-152051,25/06/2017,29/06/2017,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088,"York, England, YO1 8SG, United Kingdom",53.9590555,-1.0815361
2147,2148,US-2017-152051,25/06/2017,29/06/2017,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,"York, England, YO1 8SG, United Kingdom",53.9590555,-1.0815361
2148,2149,CA-2015-141607,12/12/2015,17/12/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Concord,California,94521,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,"Concord, Merrimack County, New Hampshire, United States",43.207178,-71.537476
2149,2150,CA-2018-102771,31/03/2018,05/04/2018,Standard Class,DO-13435,Denny Ordway,Consumer,United States,New York City,New York,10035,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,"City of New York, New York, United States",40.7127281,-74.0060152
2150,2151,US-2018-139969,19/11/2018,26/11/2018,Standard Class,AF-10870,Art Ferguson,Consumer,United States,College Station,Texas,77840,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.058,"College Station, Brazos County, Texas, United States",30.5955289,-96.3071042
2151,2152,CA-2015-167360,24/11/2015,29/11/2015,Second Class,RB-19435,Richard Bierner,Consumer,United States,Saint Louis,Missouri,63116,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,"Saint Louis, Missouri, United States",38.6319657,-90.2428756
2152,2153,CA-2016-123505,22/11/2016,26/11/2016,Standard Class,AR-10540,Andy Reiter,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94,"Quincy, Norfolk County, Massachusetts, United States",42.2509914,-71.0037374
2153,2154,CA-2017-117282,14/07/2017,18/07/2017,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,"City of New York, New York, United States",40.7127281,-74.0060152
2154,2155,US-2017-120460,30/04/2017,05/05/2017,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Dallas,Texas,75081,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,"Dallas, Dallas County, Texas, United States",32.7762719,-96.7968559
2155,2156,CA-2017-111115,25/07/2017,27/07/2017,Second Class,LB-16735,Larry Blacks,Consumer,United States,Los Angeles,California,90032,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,21.48,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
2156,2157,CA-2015-124646,22/06/2015,24/06/2015,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,"Minneapolis, Hennepin County, Minnesota, United States",44.9772995,-93.2654692
2157,2158,CA-2015-124646,22/06/2015,24/06/2015,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,"Minneapolis, Hennepin County, Minnesota, United States",44.9772995,-93.2654692
2158,2159,CA-2018-148166,21/10/2018,26/10/2018,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Deltona,Florida,32725,South,OFF-AR-10004956,Office Supplies,Art,Newell 33,17.856,"Deltona, Volusia County, Florida, United States",28.9005446,-81.2636738
2159,2160,CA-2017-159737,03/09/2017,09/09/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
2160,2161,CA-2017-141019,14/05/2017,14/05/2017,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,45231,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,"Cincinnati, Hamilton County, Ohio, United States",39.1014537,-84.5124602
2161,2162,CA-2017-101938,07/01/2017,12/01/2017,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Oakland,California,94601,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,"Oakland, Alameda County, CAL Fire Northern Region, California, United States",37.8044557,-122.271356
2162,2163,CA-2018-166296,13/03/2018,19/03/2018,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Manteca,California,95336,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,"Manteca, San Joaquin County, California, United States",37.81623435,-121.22178815385232
2163,2164,CA-2017-154018,13/10/2017,19/10/2017,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.976,"Laredo, Webb County, Texas, United States",27.5236998,-99.497352
2164,2165,CA-2017-154018,13/10/2017,19/10/2017,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,8.288,"Laredo, Webb County, Texas, United States",27.5236998,-99.497352
2165,2166,CA-2017-154018,13/10/2017,19/10/2017,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,"Laredo, Webb County, Texas, United States",27.5236998,-99.497352
2166,2167,CA-2017-154018,13/10/2017,19/10/2017,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10002067,Office Supplies,Art,Newell 334,15.872,"Laredo, Webb County, Texas, United States",27.5236998,-99.497352
2167,2168,CA-2017-154018,13/10/2017,19/10/2017,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,6.286,"Laredo, Webb County, Texas, United States",27.5236998,-99.497352
2168,2169,CA-2018-117870,27/01/2018,30/01/2018,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,14.016,"Kent, England, United Kingdom",51.20707485,0.7210361813401444
2169,2170,CA-2018-117870,27/01/2018,30/01/2018,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.976,"Kent, England, United Kingdom",51.20707485,0.7210361813401444
2170,2171,CA-2018-117870,27/01/2018,30/01/2018,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,"Kent, England, United Kingdom",51.20707485,0.7210361813401444
2171,2172,US-2018-137491,19/11/2018,25/11/2018,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,San Angelo,Texas,76903,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,"San Angelo, Tom Green County, Texas, United States",31.4649685,-100.4405094
2172,2173,CA-2015-152296,01/08/2015,03/08/2015,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
2173,2174,CA-2017-112025,30/07/2017,04/08/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Houston,Texas,77070,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2174,2175,CA-2016-132507,30/07/2016,03/08/2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2175,2176,CA-2017-125738,15/10/2017,21/10/2017,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,"Salt Lake City, Salt Lake County, Utah, United States",40.7596198,-111.8867975
2176,2177,CA-2017-125738,15/10/2017,21/10/2017,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,60.12,"Salt Lake City, Salt Lake County, Utah, United States",40.7596198,-111.8867975
2177,2178,CA-2017-125738,15/10/2017,21/10/2017,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,"Salt Lake City, Salt Lake County, Utah, United States",40.7596198,-111.8867975
2178,2179,CA-2017-125738,15/10/2017,21/10/2017,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,"Salt Lake City, Salt Lake County, Utah, United States",40.7596198,-111.8867975
2179,2180,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,"City of New York, New York, United States",40.7127281,-74.0060152
2180,2181,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,44.4,"City of New York, New York, United States",40.7127281,-74.0060152
2181,2182,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,"City of New York, New York, United States",40.7127281,-74.0060152
2182,2183,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,"City of New York, New York, United States",40.7127281,-74.0060152
2183,2184,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,"City of New York, New York, United States",40.7127281,-74.0060152
2184,2185,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,63.68,"City of New York, New York, United States",40.7127281,-74.0060152
2185,2186,CA-2018-124576,01/08/2018,04/08/2018,Second Class,HK-14890,Heather Kirkland,Corporate,United States,Salinas,California,93905,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,54.896,"Salinas, Monterey County, California, United States",36.6744117,-121.6550372
2186,2187,CA-2017-101378,14/07/2017,14/07/2017,Same Day,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,"Huntsville, Madison County, Alabama, United States",34.729847,-86.5859011
2187,2188,CA-2018-143063,10/08/2018,15/08/2018,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,70.08,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
2188,2189,CA-2018-143063,10/08/2018,15/08/2018,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
2189,2190,CA-2018-143063,10/08/2018,15/08/2018,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1454.49,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
2190,2191,CA-2017-118913,25/06/2017,29/06/2017,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
2191,2192,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,"Seattle, King County, Washington, United States",47.6038321,-122.330062
2192,2193,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34,"Seattle, King County, Washington, United States",47.6038321,-122.330062
2193,2194,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,"Seattle, King County, Washington, United States",47.6038321,-122.330062
2194,2195,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,35.1,"Seattle, King County, Washington, United States",47.6038321,-122.330062
2195,2196,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,"Seattle, King County, Washington, United States",47.6038321,-122.330062
2196,2197,CA-2017-136483,01/12/2017,06/12/2017,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704,"Knoxville, Knox County, East Tennessee, Tennessee, United States",35.9603948,-83.9210261
2197,2198,CA-2015-163013,28/11/2015,04/12/2015,Standard Class,BF-11080,Bart Folk,Consumer,United States,Montgomery,Alabama,36116,South,OFF-AR-10001954,Office Supplies,Art,Newell 331,14.67,"Montgomery, Montgomery County, Alabama, United States",32.3669656,-86.3006485
2198,2199,CA-2016-135363,28/03/2016,02/04/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
2199,2200,CA-2016-135363,28/03/2016,02/04/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,5.232,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
2200,2201,US-2015-165659,01/06/2015,06/06/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,"Little Rock, Pulaski County, Arkansas, United States",34.7465071,-92.2896267
2201,2202,US-2015-165659,01/06/2015,06/06/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,881.93,"Little Rock, Pulaski County, Arkansas, United States",34.7465071,-92.2896267
2202,2203,CA-2016-138002,06/09/2016,12/09/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,6.096,"Seattle, King County, Washington, United States",47.6038321,-122.330062
2203,2204,CA-2016-138002,06/09/2016,12/09/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,"Seattle, King County, Washington, United States",47.6038321,-122.330062
2204,2205,CA-2016-128860,29/06/2016,05/07/2016,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,"Lancaster, Lancaster County, Pennsylvania, United States",40.03813,-76.3056686
2205,2206,CA-2017-164350,10/09/2017,12/09/2017,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,"Bristol, City of Bristol, West of England, England, United Kingdom",51.4538022,-2.5972985
2206,2207,US-2015-103905,14/07/2015,20/07/2015,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.932,"Aurora, Aurora Township, Kane County, Illinois, United States",41.7571701,-88.3147539
2207,2208,US-2015-103905,14/07/2015,20/07/2015,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272,"Aurora, Aurora Township, Kane County, Illinois, United States",41.7571701,-88.3147539
2208,2209,CA-2016-129854,22/08/2016,26/08/2016,Standard Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10009,East,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,16.52,"City of New York, New York, United States",40.7127281,-74.0060152
2209,2210,CA-2015-125556,14/11/2015,16/11/2015,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93,"Fairfield County, Ohio, United States",39.7886111,-82.6418883
2210,2211,CA-2015-125556,14/11/2015,16/11/2015,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,43.8,"Fairfield County, Ohio, United States",39.7886111,-82.6418883
2211,2212,CA-2017-162313,27/11/2017,30/11/2017,First Class,VB-21745,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,48146,Central,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,167.292,"Lincoln Park, Wayne County, Michigan, 48146, United States",42.2505943,-83.1785361
2212,2213,CA-2018-107874,21/11/2018,25/11/2018,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42,"City of New York, New York, United States",40.7127281,-74.0060152
2213,2214,CA-2018-129378,01/10/2018,02/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,"San Jose, Santa Clara County, CAL Fire Northern Region, California, United States",37.3361663,-121.890591
2214,2215,CA-2018-129378,01/10/2018,02/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,61.776,"San Jose, Santa Clara County, CAL Fire Northern Region, California, United States",37.3361663,-121.890591
2215,2216,CA-2018-129378,01/10/2018,02/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,"San Jose, Santa Clara County, CAL Fire Northern Region, California, United States",37.3361663,-121.890591
2216,2217,CA-2018-129378,01/10/2018,02/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,"San Jose, Santa Clara County, CAL Fire Northern Region, California, United States",37.3361663,-121.890591
2217,2218,CA-2015-151953,20/09/2015,25/09/2015,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,2.816,"Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
2218,2219,CA-2018-130841,28/07/2018,01/08/2018,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,9.984,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
2219,2220,CA-2018-130841,28/07/2018,01/08/2018,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,14.98,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
2220,2221,CA-2018-130841,28/07/2018,01/08/2018,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
2221,2222,CA-2016-131884,06/12/2016,06/12/2016,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,485.94,"Marion County, Texas, 75657, United States",32.7931661,-94.344488
2222,2223,CA-2016-131884,06/12/2016,06/12/2016,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,"Marion County, Texas, 75657, United States",32.7931661,-94.344488
2223,2224,CA-2016-131884,06/12/2016,06/12/2016,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,70.686,"Marion County, Texas, 75657, United States",32.7931661,-94.344488
2224,2225,CA-2018-121909,31/07/2018,05/08/2018,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,54.816,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
2225,2226,CA-2017-106383,19/03/2017,21/03/2017,Second Class,BT-11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,80122,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,"Littleton, Arapahoe County, Colorado, United States",39.613321,-105.016649
2226,2227,CA-2018-130771,29/07/2018,03/08/2018,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,"Austin, Travis County, Texas, 78701, United States",30.2711286,-97.7436995
2227,2228,CA-2018-130771,29/07/2018,03/08/2018,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792,"Austin, Travis County, Texas, 78701, United States",30.2711286,-97.7436995
2228,2229,CA-2017-139157,01/10/2017,05/10/2017,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,"City of New York, New York, United States",40.7127281,-74.0060152
2229,2230,CA-2015-128055,31/03/2015,05/04/2015,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
2230,2231,CA-2015-128055,31/03/2015,05/04/2015,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
2231,2232,CA-2018-157091,26/06/2018,01/07/2018,Standard Class,DB-13405,Denny Blanton,Consumer,United States,La Porte,Indiana,46350,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,"La Porte, Harris County, Texas, 77571, United States",29.6657838,-95.0193729
2232,2233,CA-2018-132122,09/07/2018,14/07/2018,Standard Class,JH-15820,John Huston,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
2233,2234,CA-2016-123232,14/12/2016,16/12/2016,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,"Portland, Multnomah County, Oregon, United States",45.5202471,-122.674194
2235,2236,CA-2016-145849,15/09/2016,17/09/2016,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,"Indianapolis, Marion County, Indiana, United States",39.7683331,-86.1583502
2236,2237,CA-2016-145849,15/09/2016,17/09/2016,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,24.32,"Indianapolis, Marion County, Indiana, United States",39.7683331,-86.1583502
